  apex.x  apex.y  apex.z  axis.x  axis.y  axis.z  cosHalfAngle          E0        Edpst   history_number
    5.23    2.85    0.50   -0.04    1.40   -0.82   0.81842520   0.66100001   0.12572300       105298
    6.19    3.69   -0.29    1.10   -0.70    0.58  -0.38962630   0.66100001   0.42472100       105311
    7.42    2.79   -1.38    0.36    0.57    0.39   0.76747638   0.66100001   0.15284300       105312
    4.18    4.73    0.01   -1.41   -1.19   -0.96  -0.56647957   0.66100001   0.44258200       105329
    4.49    2.79    1.59    0.39   -0.13    0.10  -0.11941629   0.66100001   0.39098500       105332
    2.21    1.99    1.00   -0.36    0.56   -0.10   0.87209873   0.66100001   0.09383500       105348
    7.89    2.90    1.03   -2.42    1.28    0.19   0.27398350   0.66100001   0.32012600       105433
    0.81    1.32   -0.21    0.85    0.42    0.03  -0.80023787   0.66100001   0.46242300       105440
    1.96    1.45    1.00    0.16    0.88   -0.09   0.93262855   0.66100001   0.05298700       105455
    2.80    4.39    0.11   -0.01   -0.10    0.12  -0.54060120   0.66100001   0.44013900       105545
    7.58    1.61    0.72   -0.15    0.72    0.14   0.86255149   0.66100001   0.09978200       105655
    3.00    3.40   -0.59    0.22   -0.25    0.17  -0.77073603   0.66100001   0.46012000       105663
    3.33    1.44    1.45   -0.01    0.37    0.18   0.94629722   0.66100001   0.04293500       105688
    1.69    5.45   -0.21   -0.08   -0.54    1.28  -0.46044732   0.66100001   0.43221300       105695
    3.87    2.03    1.07    0.34    0.05    0.25   0.16252157   0.66100001   0.34371700       105696
    7.83    1.59    0.65   -0.59    0.70    1.05   0.37449270   0.66100001   0.29562900       105705
    2.84    1.80   -0.12   -1.49    3.60    0.43   0.93248062   0.66100001   0.05309400       105727
    5.62    2.16    1.02   -0.97    1.78   -0.78   0.71081810   0.66100001   0.17994700       105780
    6.07    2.65   -1.44    0.04    0.80   -0.21   0.98243129   0.66100001   0.01468800       105781
    4.33    1.99   -1.48    0.56    0.22   -0.03   0.45180416   0.66100001   0.27425000       105782
    7.45    3.79   -0.05   -0.72   -0.07   -0.85  -0.18482825   0.66100001   0.40000600       105787
    5.30    1.37    0.83   -0.70    0.69   -0.74   0.40963730   0.66100001   0.28621100       105833
    1.66    2.68    0.35   -1.50    2.30    0.76   0.87532934   0.66100001   0.09179400       105838
    1.28    2.88    0.41    0.11    1.15   -0.68   0.80381420   0.66100001   0.13379200       105865
    6.24    2.39    0.86    0.89    0.07    0.60   0.36848796   0.66100001   0.29719100       105870
    1.67    1.85    1.19   -0.25    0.23    0.07   0.76830091   0.66100001   0.15242600       105871
    6.78    3.64   -1.31   -1.10    1.04    0.63   0.49608830   0.66100001   0.26083800       105907
    5.66    2.63    0.22    0.76   -0.03    0.39  -0.18648753   0.66100001   0.40022700       105939
    4.77    1.54   -1.61    0.03   -0.03    0.03  -0.56106149   0.66100001   0.44207500       105953
    6.76    2.42   -1.52   -0.05    0.80    0.31   0.83857713   0.66100001   0.11418000       105973
    6.30    1.81    0.58    1.33    1.14    0.59   0.76970365   0.66100001   0.15171500       105980
    5.21    3.11    0.09   -0.28    0.64   -0.82   0.83311430   0.66100001   0.11735800       105987
    2.88    3.03    1.11    0.47    0.76   -0.34   0.75641061   0.66100001   0.15837400       106040
    4.08    4.07    0.12    0.08    0.29    0.14   0.89249361   0.66100001   0.08069900       106061
    2.96    1.47    1.30   -0.63    0.41   -0.04   0.53915907   0.66100001   0.24687000       106171
    4.62    1.82    0.58    0.58   -0.50    0.01  -0.57633248   0.66100001   0.44349800       106173
    0.65    2.23    0.09    0.15    0.11   -0.79  -0.04505244   0.66100001   0.37994100       106216
    4.43    1.67    0.30   -0.62   -0.20    1.19  -0.21260553   0.66100001   0.40365700       106234
    6.75    2.70   -1.27   -0.58   -0.09    0.44  -0.37064596   0.66100001   0.42262900       106243
    0.61    1.43    1.73    0.27    0.22    0.00   0.46454935   0.66100001   0.27048300       106273
    4.85    2.67   -0.70   -0.05    0.84    0.12   0.96909243   0.66100001   0.02541100       106276
    5.94    1.93   -0.64    1.44    2.02    0.78   0.85536971   0.66100001   0.10417400       106283
    2.67    1.47   -0.37    0.83    1.58   -0.02   0.99344453   0.66100001   0.00555800       106288
    6.24    3.52   -0.09   -0.72    0.26    0.50   0.14617482   0.66100001   0.34690500       106305
    7.42    1.74    0.11   -0.35    0.07   -0.03   0.00967660   0.66100001   0.37121800       106310
    1.90    1.60   -0.94   -1.00    1.36   -0.31   0.86940445   0.66100001   0.09552600       106320
    7.26    2.04   -1.28   -0.45    0.45    0.04   0.47479877   0.66100001   0.26740000       106330
    6.16    2.01   -0.90    0.28    1.57    0.00   0.99433087   0.66100001   0.00481200       106332
    0.37    2.32    0.86    0.46    0.65    0.13   0.59159008   0.66100001   0.22849200       106335
    5.56    1.42   -1.66   -0.06    0.92    0.02   0.42270182   0.66100001   0.28258500       106351
    7.01    2.01    0.03   -0.86    0.32   -0.25  -0.08091055   0.66100001   0.38537700       106390
    2.29    1.38    0.29    1.00    1.41    0.47   0.71142721   0.66100001   0.17967100       106415
    5.63    1.43   -0.04   -0.74    1.40    0.68   0.97337158   0.66100001   0.02201000       106425
    6.90    3.90   -1.20   -0.15   -0.49   -0.31  -0.78765200   0.66100001   0.46144700       106429
    4.21    3.01    0.94   -0.70    1.49   -0.98   0.75008905   0.66100001   0.16148000       106441
    1.38    3.38   -0.60    0.04    0.11   -0.04   0.84622822   0.66100001   0.10966600       106457
    7.40    3.93    0.09    0.19    1.23    0.07   0.98732826   0.66100001   0.01066000       106460
    2.06    1.58    0.45    0.97    2.58   -1.92   0.69972661   0.66100001   0.18491800       106462
    6.29    3.15    0.65    0.17    0.12   -0.10  -0.58872228   0.66100001   0.44463900       106474
    1.30    5.29   -0.29   -0.84   -0.24   -1.19  -0.42613090   0.66100001   0.42864300       106496
    4.77    1.61   -0.21   -0.96    1.38   -0.39   0.73469383   0.66100001   0.16888600       106509
    0.51    2.40    0.84    0.23    1.39   -0.78   0.77795516   0.66100001   0.14749200       106524
    2.30    2.31    0.84   -0.12    0.95    0.69   0.85087820   0.66100001   0.10688600       106527
    7.58    4.55    0.13    0.01    0.39    1.45   0.31888373   0.66100001   0.30960100       106544
    3.23    4.09   -1.30   -0.36    0.07   -0.29   0.14583290   0.66100001   0.34697100       106580
    1.08    2.55    1.38    0.35    1.71   -0.20   0.90258156   0.66100001   0.07397400       106593
    3.25    1.76    1.27   -0.03   -0.10   -0.37  -0.20032849   0.66100001   0.40205600       106600
    1.87    3.42   -0.49    0.33    0.34   -0.15   0.61683434   0.66100001   0.21904900       106604
    4.47    1.79   -0.32   -0.65    0.01    0.62  -0.52048620   0.66100001   0.43820200       106612
    4.72    1.65   -0.20    0.08    0.24   -0.06   0.95781253   0.66100001   0.03420500       106638
    0.17    2.07    0.68    0.19    1.13   -0.25   0.86573482   0.66100001   0.09781300       106648
    3.53    3.39   -0.23   -2.60    0.84   -0.02   0.23801109   0.66100001   0.32811400       106703
    2.66    2.39   -0.89   -1.05    0.02   -0.17   0.07713211   0.66100001   0.35969200       106714
    2.85    1.60   -1.65    0.35    0.47    0.52   0.45459962   0.66100001   0.27343000       106730
    6.02    1.82    1.32    1.55    1.25    0.06   0.78233671   0.66100001   0.14522100       106731
    4.13    4.03   -0.33   -0.26    0.50    0.12   0.84111826   0.66100001   0.11268900       106739
    3.75    1.53   -0.80   -0.39    2.51   -0.21   0.98550934   0.66100001   0.01216200       106752
    5.23    4.90    0.76    0.14    0.30    0.19   0.01439825   0.66100001   0.37044000       106768
    2.46    2.59   -0.47   -0.24    0.41   -0.09   0.89631610   0.66100001   0.07816900       106817
    6.41    2.87   -0.15   -0.24    0.21   -0.01   0.45467106   0.66100001   0.27340900       106821
    7.60    3.28    0.21   -0.13   -0.29   -0.93  -0.22441145   0.66100001   0.40517800       106828
    7.16    2.20    0.50   -0.87    2.70    0.41   0.82530578   0.66100001   0.12183700       106838
    3.90    3.06   -1.32    0.07   -0.29   -0.07  -0.90073955   0.66100001   0.46988700       106860
    2.05    3.47   -0.63    2.18   -1.41    0.28  -0.66248892   0.66100001   0.45119200       106944
    1.37    2.42    1.37   -0.21    0.31    0.16   0.89040674   0.66100001   0.08207100       106947
    2.71    2.66    0.40   -0.47   -0.03   -0.45  -0.00069858   0.66100001   0.37291300       106959
    7.30    3.31    0.46   -0.17   -0.96    0.77  -0.72847083   0.66100001   0.45672600       106973
    7.56    1.62    1.41   -0.45    2.01   -1.01   0.73225312   0.66100001   0.17004000       107009
    5.82    4.78   -0.93   -0.96    0.14   -0.73  -0.01793177   0.66100001   0.37568500       107067
    1.92    1.76    0.17   -0.44    0.15    0.19   0.37284096   0.66100001   0.29606000       107073
    6.43    1.42    0.49   -0.17    0.12   -1.37   0.05449404   0.66100001   0.36366100       107114
    2.12    1.51    0.07    0.00    0.55   -0.70   0.30730439   0.66100001   0.31237700       107212
    4.04    3.15    0.38    0.43    0.51   -0.15   0.48918701   0.66100001   0.26298900       107222
    1.19    3.68   -0.78    0.20    0.98   -0.72   0.78641320   0.66100001   0.14309000       107232
    5.06    1.99    0.36    0.17    0.90   -0.07   0.99338981   0.66100001   0.00560400       107241
    1.63    2.14    1.14   -0.41    0.34    0.10   0.74439501   0.66100001   0.16424500       107320
    7.89    3.29   -1.15   -0.03    0.66    0.75   0.59538855   0.66100001   0.22709700       107334
    0.38    1.77    0.95   -0.01   -0.36    0.35  -0.61693474   0.66100001   0.44719300       107338
    5.58    2.84    0.10    0.25   -0.76    0.92  -0.66785223   0.66100001   0.45165300       107379
    2.80    4.20    0.37    0.02    0.83    0.07   0.99373228   0.66100001   0.00531600       107400
    5.35    1.47   -0.64   -0.82    0.41   -0.43   0.30029162   0.66100001   0.31403700       107427
    6.95    1.48   -0.33    0.23    0.78   -0.18   0.97531917   0.66100001   0.02045000       107438
    7.30    2.90   -0.67   -0.65    0.89   -0.80   0.74569589   0.66100001   0.16361600       107479
    3.27    3.08    0.59   -0.05    1.95    0.76   0.95731146   0.66100001   0.03459000       107484
    4.15    2.75   -1.37   -0.18    0.00   -0.37  -0.38787947   0.66100001   0.42453000       107537
    2.99    3.33    0.22    0.98    0.17   -0.11   0.22841983   0.66100001   0.33018100       107547
    4.06    2.07   -1.06    0.10    1.41    0.27   0.96513787   0.66100001   0.02852200       107617
    2.43    2.76   -0.16   -0.35    1.51   -0.54   0.93960049   0.66100001   0.04790100       107678
    2.64    2.04   -0.13    0.42   -0.63    0.35  -0.96972824   0.66100001   0.47469400       107693
    4.07    3.29    0.54   -0.33   -0.09    0.47  -0.22269515   0.66100001   0.40495800       107710
    6.58    2.93   -0.26    1.01    1.77   -0.46   0.92284699   0.66100001   0.05998200       107860
    6.74    1.36    1.11    0.41    0.75    0.34   0.93170279   0.66100001   0.05365600       107862
    6.40    4.90   -1.27    0.57   -0.32   -0.03  -0.50217581   0.66100001   0.43640900       107887
    0.56    3.00   -1.24   -0.31    0.26    0.03   0.76583121   0.66100001   0.15367300       107902
    1.08    3.25   -0.47   -0.17    0.26   -0.29   0.68247479   0.66100001   0.19244900       107905
    5.79    2.50    1.09    1.01    1.62   -0.73   0.81472090   0.66100001   0.12779200       107943
    1.90    2.41    1.63    0.50   -0.44   -0.28  -0.80952380   0.66100001   0.46313700       107980
    1.38    4.70   -1.21    0.70    0.85    0.27   0.62282306   0.66100001   0.21674800       108001
    6.41    2.22    0.98   -1.46    2.37   -0.66   0.66804856   0.66100001   0.19856600       108006
    7.07    3.26   -0.06    0.09   -0.91    0.94  -0.37746645   0.66100001   0.42338500       108042
    5.73    1.35   -0.80   -1.01    1.99   -0.78   0.79494028   0.66100001   0.13857500       108051
    5.54    1.47   -0.64    0.25   -0.05    0.22   0.33343986   0.66100001   0.30604800       108061
    4.63    1.30   -0.87   -0.39    0.58   -0.13   0.74810692   0.66100001   0.16244600       108108
    5.45    1.47   -0.93    0.72    0.43   -0.36   0.60740246   0.66100001   0.22262500       108118
    4.05    1.89   -0.93   -0.46    0.50    0.17   0.69438622   0.66100001   0.18727500       108144
    5.75    4.03   -0.53    0.24    0.40    0.21   0.80494904   0.66100001   0.13317400       108146
    3.35    1.68   -0.26   -0.01    0.85    0.24   0.95922521   0.66100001   0.03311700       108158
    0.88    1.45    1.41    0.01    0.43   -0.21   0.81273794   0.66100001   0.12889300       108165
    4.14    1.42    0.91   -0.90    3.75   -1.63   0.88963001   0.66100001   0.08258000       108188
    7.67    3.40   -1.50    0.27    0.14   -0.13   0.47132944   0.66100001   0.26844900       108255
    5.95    4.05    1.60   -0.78    0.67   -0.26   0.43599083   0.66100001   0.27882400       108293
    4.50    1.38    1.38    0.76    0.53    0.20   0.64195457   0.66100001   0.20923400       108331
    5.62    2.75    1.58   -2.71    1.83   -1.67   0.36622964   0.66100001   0.29777500       108341
    6.98    2.13    1.17   -1.08    2.46   -1.32   0.70265849   0.66100001   0.18361400       108371
    1.94    2.03    1.71   -0.67    0.91   -0.10   0.85106456   0.66100001   0.10677400       108385
    2.83    1.39    0.66    2.39    0.45   -0.68   0.07827394   0.66100001   0.35948900       108392
    2.26    4.02   -0.52   -0.27    0.69   -0.15   0.95429206   0.66100001   0.03690000       108400
    2.29    2.47    0.68   -0.55    2.66    0.50   0.99509321   0.66100001   0.00416900       108448
    4.58    2.40    0.17    0.23    0.37    0.04   0.87583533   0.66100001   0.09147300       108473
    6.59    2.51    1.66   -3.06    2.36   -0.15   0.42999899   0.66100001   0.28052900       108476
    3.87    1.83   -1.05    0.25    0.86    0.06   0.95343447   0.66100001   0.03755300       108487
    2.66    1.98   -0.75   -0.20    0.18   -0.34   0.36800133   0.66100001   0.29731700       108489
    2.84    3.83    0.08    0.45    0.16    0.64   0.12305000   0.66100001   0.35130700       108501
    1.78    1.34   -0.51    0.69    0.50    0.50   0.41104371   0.66100001   0.28582400       108534
    3.13    3.49   -0.99    0.46   -0.55   -0.48  -0.68905730   0.66100001   0.45345600       108579
    5.40    4.82    1.69    0.35    0.66   -0.43   0.73064796   0.66100001   0.17079600       108580
    0.38    2.01    0.30   -0.17   -0.43    0.13  -0.96222587   0.66100001   0.47418300       108644
    4.88    2.41   -0.20    0.11    0.26   -0.02   0.96242708   0.66100001   0.03063700       108675
    2.83    2.43   -0.99    0.32    0.15    0.24   0.15754183   0.66100001   0.34469500       108679
    6.67    3.47   -0.66   -0.30    0.43   -0.27   0.62322942   0.66100001   0.21659100       108721
    5.60    2.29    0.20    0.40    0.31    0.09  -0.02108222   0.66100001   0.37618600       108760
    1.59    3.35   -0.68   -0.40    2.24   -1.03   0.93838338   0.66100001   0.04879500       108768
    5.63    1.36   -0.18   -0.03    1.11   -0.26   0.95903463   0.66100001   0.03326400       108772
    4.26    4.14   -0.54    0.22   -2.59   -0.87  -0.88213630   0.66100001   0.46854800       108778
    3.43    2.91   -0.08    0.70    0.66   -0.08   0.68350958   0.66100001   0.19200400       108781
    2.73    1.93    1.47    0.58   -0.35   -0.09  -0.62588846   0.66100001   0.44799100       108842
